# NIST Interagency Report - Pass
# Auto-generated by classify_fixtures.rb

!NBS IR 80-2022!NBS IR 80e2022
!NBS IR 80-2023!NBS IR 80e2023
!NBS IR 80-2026!NBS IR 80e2026
!NBS IR 80-2099-1!NBS IR 80-2099pt1
!NBS IR 80-2099-2!NBS IR 80-2099pt2
!NBS IR 80-2099-3!NBS IR 80-2099pt3
!NBS IR 80-2099-4!NBS IR 80-2099pt4
!NBS IR 80-2111-1!NBS IR 80-2111pt1
!NBS IR 80-2111-11!NBS IR 80-2111pt11
!NBS IR 80-2111-2!NBS IR 80-2111pt2
!NBS IR 80-2111-3!NBS IR 80-2111pt3
!NBS IR 80-2111-4!NBS IR 80-2111pt4
!NBS IR 80-2111-5!NBS IR 80-2111pt5
!NBS IR 80-2111-6!NBS IR 80-2111pt6
!NBS IR 80-2111-7!NBS IR 80-2111pt7
!NBS IR 80-2111-8!NBS IR 80-2111pt8
!NBS IR 80-2111-9!NBS IR 80-2111pt9
!NBS IR 80-2127-1!NBS IR 80-2127pt1
!NBS IR 81-2230-2!NBS IR 81-2230pt2
!NBS IR 81-2230-3!NBS IR 81-2230pt3
!NBS IR 81-2427-1!NBS IR 81-2427pt1
!NBS IR 82-2543-1!NBS IR 82-2543pt1
!NBS IR 82-2601p1!NBS IR 82-2601pt1
!NBS IR 82-2601p2!NBS IR 82-2601pt2
!NBS IR 83-2679-1!NBS IR 83-2679pt1
!NBS IR 83-2679-2!NBS IR 83-2679pt2
!NBS IR 83-2719-1!NBS IR 83-2719pt1
!NBS IR 83-2719-2!NBS IR 83-2719pt2
!NBS IR 83-2719-3!NBS IR 83-2719pt3
!NBS IR 83-2784-1!NBS IR 83-2784pt1
!NBS IR 83-2784-2!NBS IR 83-2784pt2
!NBS IR 84-2857-1!NBS IR 84-2857pt1
!NBS IR 84-2857-2!NBS IR 84-2857pt2
!NBS IR 84-2857-3!NBS IR 84-2857pt3
!NBS IR 84-2857-4!NBS IR 84-2857pt4
!NBS IR 84-2874R!NBS IR 84-2874r1
!NBS IR 84-2877-1!NBS IR 84-2877pt1
!NBS IR 84-2877-2!NBS IR 84-2877pt2
!NBS IR 84-2877-3!NBS IR 84-2877pt3
!NBS IR 85-3100-1!NBS IR 85-3100pt1
!NBS IR 85-3154-1!NBS IR 85-3154pt1
!NBS IR 85-3181-3!NBS IR 85-3181pt3
!NBS IR 85-3273-1!NBS IR 85-3273pt1
!NBS IR 85-3273-2!NBS IR 85-3273pt2
!NBS IR 85-3273-3!NBS IR 85-3273pt3
!NBS IR 86-3344-2!NBS IR 86-3344pt2
!NBS IR 86-3385-1!NBS IR 86-3385pt1
!NBS IR 86-3385-2!NBS IR 86-3385pt2
!NBS IR 86-3385-4!NBS IR 86-3385pt4
!NBS IR 86-3385-7!NBS IR 86-3385pt7
!NBS IR 86-3478-2!NBS IR 86-3478pt2
!NBS IR 86-3478-3!NBS IR 86-3478pt3
!NBS IR 86-3478-4!NBS IR 86-3478pt4
!NBS IR 88-3793-1!NBS IR 88-3793pt1
!NIST IR 6099a!NIST IR 6099A
!NIST IR 6945r!NIST IR 6945r1
!NIST IR 6969r!NIST IR 6969r1
!NIST IR 7103a!NIST IR 7103A
!NIST IR 7103b!NIST IR 7103B
!NIST IR 7145r!NIST IR 7145r1
!NIST IR 7207a!NIST IR 7207A
!NIST IR 7207b!NIST IR 7207B
!NIST IR 7297a!NIST IR 7297A
!NIST IR 7297b!NIST IR 7297B
!NIST IR 7297c!NIST IR 7297C
!NIST IR 8259a!NIST IR 8259A
!NIST IR 85-3273-10!NIST IR 85-3273pt10
!NIST IR 85-3273-11!NIST IR 85-3273pt11
!NIST IR 85-3273-12!NIST IR 85-3273pt12
!NIST IR 85-3273-13!NIST IR 85-3273pt13
!NIST IR 85-3273-14!NIST IR 85-3273pt14
!NIST IR 85-3273-14r!NIST IR 85-3273pt14r1
!NIST IR 85-3273-15!NIST IR 85-3273pt15
!NIST IR 85-3273-16!NIST IR 85-3273pt16
!NIST IR 85-3273-17!NIST IR 85-3273pt17
!NIST IR 85-3273-19!NIST IR 85-3273pt19
!NIST IR 85-3273-20!NIST IR 85-3273pt20
!NIST IR 85-3273-21!NIST IR 85-3273pt21
!NIST IR 85-3273-22!NIST IR 85-3273pt22
!NIST IR 85-3273-23!NIST IR 85-3273pt23
!NIST IR 85-3273-24!NIST IR 85-3273pt24
!NIST IR 85-3273-26!NIST IR 85-3273pt26
!NIST IR 85-3273-27!NIST IR 85-3273pt27
!NIST IR 85-3273-28!NIST IR 85-3273pt28
!NIST IR 85-3273-29!NIST IR 85-3273pt29
!NIST IR 85-3273-30!NIST IR 85-3273pt30
!NIST IR 85-3273-31!NIST IR 85-3273pt31
!NIST IR 85-3273-32!NIST IR 85-3273pt32
!NIST IR 85-3273-33!NIST IR 85-3273pt33
!NIST IR 85-3273-34!NIST IR 85-3273pt34
!NIST IR 85-3273-35!NIST IR 85-3273pt35
!NIST IR 85-3273-36!NIST IR 85-3273pt36
!NIST IR 85-3273-37!NIST IR 85-3273pt37
!NIST IR 85-3273-4!NIST IR 85-3273pt4
!NIST IR 85-3273-5!NIST IR 85-3273pt5
!NIST IR 85-3273-6!NIST IR 85-3273pt6
!NIST IR 85-3273-7!NIST IR 85-3273pt7
!NIST IR 85-3273-8!NIST IR 85-3273pt8
!NIST IR 85-3273-9!NIST IR 85-3273pt9
!NIST IR 86-3471-1!NIST IR 86-3471pt1
!NIST IR 86-3472-1!NIST IR 86-3472pt1
!NIST IR 86-3473-1!NIST IR 86-3473pt1
!NIST IR 88-3801-1!NIST IR 88-3801pt1
!NIST IR 88-3824-2!NIST IR 88-3824pt2
!NIST IR 88-4004p1!NIST IR 88-4004pt1
!NIST IR 88-4004p2!NIST IR 88-4004pt2
!NIST IR 88-4004p3!NIST IR 88-4004pt3
!NIST IR 88-4004p4!NIST IR 88-4004pt4
!NIST IR 89-3910-1!NIST IR 89-3910pt1
!NIST IR 89-3910-10!NIST IR 89-3910pt10
!NIST IR 89-3910-11!NIST IR 89-3910pt11
!NIST IR 89-3910-12!NIST IR 89-3910pt12
!NIST IR 89-3910-2!NIST IR 89-3910pt2
!NIST IR 89-3910-3!NIST IR 89-3910pt3
!NIST IR 89-3910-4!NIST IR 89-3910pt4
!NIST IR 89-3910-5!NIST IR 89-3910pt5
!NIST IR 89-3910-6!NIST IR 89-3910pt6
!NIST IR 89-3910-7!NIST IR 89-3910pt7
!NIST IR 89-3910-8!NIST IR 89-3910pt8
!NIST IR 89-3910-9!NIST IR 89-3910pt9
!NIST IR 90-3940-1!NIST IR 90-3940pt1
!NIST IR 90-3940-10!NIST IR 90-3940pt10
!NIST IR 90-3940-11!NIST IR 90-3940pt11
!NIST IR 90-3940-12!NIST IR 90-3940pt12
!NIST IR 90-3940-2!NIST IR 90-3940pt2
!NIST IR 90-3940-3!NIST IR 90-3940pt3
!NIST IR 90-3940-4!NIST IR 90-3940pt4
!NIST IR 90-3940-5!NIST IR 90-3940pt5
!NIST IR 90-3940-6!NIST IR 90-3940pt6
!NIST IR 90-3940-7!NIST IR 90-3940pt7
!NIST IR 90-3940-8!NIST IR 90-3940pt8
!NIST IR 90-3940-9!NIST IR 90-3940pt9
!NIST IR 91-3957-1!NIST IR 91-3957pt1
!NIST IR 91-3957-10!NIST IR 91-3957pt10
!NIST IR 91-3957-11!NIST IR 91-3957pt11
!NIST IR 91-3957-12!NIST IR 91-3957pt12
!NIST IR 91-3957-2!NIST IR 91-3957pt2
!NIST IR 91-3957-3!NIST IR 91-3957pt3
!NIST IR 91-3957-4!NIST IR 91-3957pt4
!NIST IR 91-3957-5!NIST IR 91-3957pt5
!NIST IR 91-3957-6!NIST IR 91-3957pt6
!NIST IR 91-3957-7!NIST IR 91-3957pt7
!NIST IR 91-3957-8!NIST IR 91-3957pt8
!NIST IR 91-3957-9!NIST IR 91-3957pt9
!NIST.IR.8115r1-upd!NIST IR 8115r1-upd1
!NIST.IR.8165-upd1!NIST IR 8165/Upd1
!NIST.IR.8170-upd!NIST IR 8170-upd1
!NIST.IR.8211-upd!NIST IR 8211-upd1
!NIST.IR.8259Aes!NIST IR 8259A spa
!NIST.IR.8259Apt!NIST IR 8259 por
!NIST.IR.8286C-upd1!NIST IR 8286C/Upd1
!NIST.IR.8290-upd1!NIST IR 8290/Upd1
!NIST.IR.8406-upd1!NIST IR 8406/Upd1
!NIST.IR.8413-upd1!NIST IR 8413/Upd1
!NIST.IR.8450-upd1!NIST IR 8450/Upd1
!NIST.IR.8455-upd1!NIST IR 8455/Upd1
!NIST.IR.85-3273-37-upd1!NIST IR 85-3273pt37/Upd1

# pubid/pubid#152
!NIST IR 8165-upd1!NIST IR 8165/Upd1!
!NIST IR 8455-upd1!NIST IR 8455/Upd1!
